speaker,intent,text,clean_text,clean_intent,incorrect_code,revised
Teacher,120.3,"So the water they found is microscopic and it says, meaning that you wouldn't be able to see if you were looking straight at it.",,,,
Chris,120.3,Microscopic's kind of like really small.,,,,
Teacher,120.3,"All right, Farrah, let's have you read the first paragraph right where it says one",,,,
Farrah,120.3,"Okay. Um, let's see.",,,,
Teacher,120.3,Oliver saw your hand first. Let's go with you.,,,,
Oliver,120.3,"Um okay. Um second paragraph, and number two, NASA sent a small machine called a lunar orbiter to investigate. This lunar orbiter looks for ice deposits in a large polar crater. These ice deposits are very small.",,,,
Teacher,120.3,"Hi, Jazmin, I saw your hand first. Let's go.",,,,
Jazmin,120.3,"So, let's see paragraph three. That means the moon is still drier than the driest desert on Earth. The water they found is microscopic you wouldn't be able to see it if you were looking straight at it, you need a scientific to call the microscope to look really closely.",,,,
Teacher,120.3,let's very quickly. I'm just going to quickly read because we're crunching on time. I'm going to very quickly read starting in paragraph two follow along with me.,,,,
Teacher,120.3,"It says, NASA sent a small machine called a lunar orbiter to investigate this lunar orbiter will land on the moon's South Pole and look for an ice deposit in a large polar crater.",,,,
Teacher,120.3,"These ice deposits are very small, scientists said that up to one ton sorry one ton of top layer of the moon's surface would hold in total about 32 ounces of water.",,,,
Teacher,120.3,"Yeah, I see, I see. In the last minute. So, would you mind Chris, would you mind reading paragraphs one and two for the class, please.",,,,
Chris,120.3,"Yeah, okay. Scientists have known for a long time that the moon is it desert because it has no opposite like we have",,,,
Teacher,120.3,"Let's look specifically at. Well, I'm just going to read the whole thing quickly for myself, NASA send a small machine called Lunar Orbiter to investigate that lunar orbiter would land in the south pole deposits",,,,
Teacher,120.3,"These ice deposits for very small sounds. It says that one of the top 10 layers. Okay, good. That was for myself. Thank you guys and that they would contain water.",,,,
Teacher,120.3,"How about we look halfway down. Do you see the sign the sinister begin scientists said that one ton, you see that sentence.",,,,
Teacher,120.3,"I'm going to read that for all of us, scientists said that one time of the top layer of the moon's surface would hold in total about 32 ounces of water. And if we continue that's that's only about four glasses of water",,,,
Chris,120.3,"Um, no. I guess it's not",,,,
Teacher,120.3,"Well, let's look at paragraph three reading",,,,
Teacher,120.3,"Do me a favor, I want you to look at paragraph five,",,,,
Oliver,120.3,"Okay, one word or can be useful and other ways. Okay, um, water can be broken down into parts hydrogen and oxygen. And I swear. I swear I'm",,,,
Teacher,120.3,"Okay, so with your eyes closed and you've got that picture of the craters in your mind. I'm going to read you this paragraph. Okay.",,,,
Teacher,120.3,That means the moon is still drier than the driest desert on Earth. The water they found is microscopic,,,,
Teacher,120.3,If you guys have your text handy. I would use it,,,,
Jazmin,120.3,"The lunar orbiter, in paragraph twol",,,,
Teacher,120.3,"Okay, so let's take a look at the text.",,,,
Teacher,120.3,"So see, let's see if we can look back and find the answer in the story.",,,,
Teacher,120.3,So if we look back in the story.,,,,
Teacher,120.3,"under paragraph three, it says that means the moon is still drive and the desert dries desert on Earth. The water they found is microscopic meaning. It wouldn't be able to see",,,,
Teacher,120.3,"See if you look straight at it, you need a scientific tool called a microscope to look really closely.",,,,
Teacher,120.3,NASA send a small machine called a lunar Lunar Orbiter to investigate this lunar orbiter will land on the moon South Pole and look for us deposits in a large polar crater. These deposits are very small.,,,,
Teacher,120.3,"So paragraph two, says NASA send a small machine called a lunar orbiter to investigate this lunar orbiter will land at the moon South Pole and look for ice deposits and a large polar crater.",,,,
Teacher,120.3,That means the moon is still draw than the driest desert on earth.,,,,
Teacher,120.3,"The water they found is microscopic meaning you wouldn't be able to see it. If you were looking straight at it, you need a scientific tool called a microscope to look really closely.",,,,
Teacher,120.3,Why don't we all take a look at number two on the worksheet good somebody read that for me.,,,,
Farrah,120.3,And I repeat it. I'm NASA to small machine called a lunar orbiter to investigate lunar orbiter south pole for look for ice deposits,,,,
Teacher,120.3,yep the first sentence of the second paragraph okay.,,,,
Farrah,120.3,NASA sent a small machine to the moon to investigate.,,,,
Teacher,120.3,"It says that means that the moon is still drier than the driest desert on Earth. So water they found is microscopic meaning you would not be able to see it if you were looking straight at it, you need a scientific tool called a microscope to look real closely.",,,,
Jazmin,120.3,Um.,,,,
Teacher,120.3,"all right, can you read that to me please.",,,,
Jazmin,120.3,NASA small machine called a lunar orbiter to investigate,,,,
Teacher,120.3,"We learned about how scientists found evidence that water can be found on the moon's polar craters these craters are in dark places that the sun never shines. NASA, which is the big space station that sends stuff to the moon.",,,,
Teacher,120.3,"Sent a small machine called a lunar orbiter to to look for these polar craters that have the water in them. And then we found the water, but the water is microscopic.",,,,
Teacher,120.3,"I want you to like for everybody else go back and reread because in the small, the first paragraph, is where you got that from.",,,,
Teacher,120.3,"So that's correct. So now we're going to reflect on what Jazmin shared there. So I want everyone to look at lunar orbiter and read the first and second sentence of paragraph two. Anyone want to read out loud, the first, second sentence of a paragraph about the lunar orbiter.",,,,
Luis,120.3,I'll read it. I'll read it. Ok. NASA sent a small machine called a lunar orbiter to investigate. This lunar orbiter will land at the moon's South Pole and look for ice deposits in a large polar crater.,,,,
Teacher,120.3,"Alright perfect so i'll give you guys a second, if you want to read the first three paragraphs just read",,,,
Teacher,120.3,The water they found is microscopic meaning you wouldn't be able to see it if you were looking straight at it you'd need a scientific tool called a microscope to look really closely Farrah.,,,,
Farrah,120.3,um yeah so I sent a microscope That was my answer um so I don't understand why my answer is wrong.,,,,
Teacher,120.3,"So before we share our responses and possibly revise and change them, I want you guys to reread and look at the paragraph four, five and six in your reading once you guys are done, we can look at, we can keep going with this lesson.",,,,
Luis,120.3,um excuse me.,,,,
Teacher,120.3,"What I want you guys to do is to look at that reading, one more time",,,,
Luis,120.3,Okay.,,,,
Teacher,120.3,"So on the first text it says, scientists have found evidence that water can be found deep within moons create polar craters us craters are dark places that the sun never shines.",,,,
Teacher,120.3,I'll we know NASA has sent a small machine called a lunar orbiter to investigate this lunar orbiter looks like a night looks for ice deposits in a large polar crater these ice deposits are very small.,,,,
Farrah,120.3,"Okay, I'm",,,,
Teacher,120.3,For the third call it says that means the moon is still drier than the driest desert on Earth. The water they found is microscopic Microsoft,,,,
Teacher,120.3,"Microscopic meaning you won't be able to see it. If you were looking straight at it, you need to scientific tool called the Microsoft look very close",,,,
Oliver,120.3,"Know, you'll be used the um the microscope. Cause that was my answer was a microscope. Yeah.",,,,
Teacher,120.3,The discussion question was what equipment that scientists use to discover water on the moon.,,,,
Farrah,120.3,Thank you,,,,
Teacher,120.3,"Um would anyone like to read the question, the first question for us.",,,,
Teacher,120.3,"um would anyone like to read the question, the first question for us.",,,,
Teacher,120.3,"All right. Hi, everybody. So we, we just read the moon is a desert and I asked the question, what equipment did scientists use to discover water on the moon.",,,,
Teacher,120.3,"awesome I am going to start your two minute timer to read the text really closely, if you finish before two minutes go ahead and read it again your two minutes, starting now to read.",,,,
Oliver,120.3,"We can read super fast, so we we did our two minutes.",,,,
Teacher,120.3,So i'm going to give you one minute to review the text you guys can let me know if you're done before that.,,,,
Teacher,120.3,So we have NASA send a small machine called a lunar orbiter to investigate this lunar orbiter looks for ice deposits in a large polar crater these ice deposits are very small.,,,,
Teacher,120.3,"but I want to reread it again I want to show you a sentence, and I think it's a.",,,,
Teacher,120.3,"three, paragraph three, it says that means the moon, is still drier than the driest desert on earth, they found water that is microscopic meaning you wouldn't be able to see it if you were looking straight at it.",,,,
Teacher,120.3,"would be a valuable or very important resource, it could be useful in lots of ways, for example, future astronauts could drink the water like you said right water is...",,,,
Jazmin,120.3,yeah,,,,
Teacher,120.3,"Would you be able to read that last sentence for us, then, as a group.",,,,
Luis,120.3,"yeah I would love to read that sounds great okay i'm in paragraph five, is that right.",,,,
Teacher,120.3,Rocket! Exactly it says here the moon could serve as a stop for spacecrafts to refill their gas,,,,
