teacher,actor,text,Request (T),Action (S),intent,type,topic,coach_yn,step
77,Teacher,The microscope is used for a different purpose,,,130.3,remark,1,1,3
77,Teacher, They didn't use a microscope on the men they use something else to discover water on the moon,,,130.3,remark,1,1,3
77,Farrah,"Oh, what do you do you",,,130.3,response,1,1,3
77,Teacher,Let's go back into the texts and look,,,210.4,remark,1,1,3
77,Teacher,If,,,,remark,1,1,3
77,,You want all of us to look at the text or are we just waiting for the vamp,,,,,1,1,3
77,Teacher,Everybody look back into the text and find what did they use to discover water on the moon,,,120.1,remark,1,1,3
77,Teacher,Chris did you find the answer,,,120.4,remark,1,1,3
77,Chris,Um yeah i guess i well i went to NASA,,,120.4,response,1,1,3
77,Chris, So I know that scientists use a lot of equipment like,,,120.4,response,1,1,3
77,Chris,When like oxygen tanks at masks and shoot,,,,response,1,1,3
77,Teacher,"They do, yeah",,,130.3,remark,1,1,3
77,Teacher, But all of those pieces of equipment are used for a different purpose,,,130.3,remark,1,1,3
77,Teacher, We're trying to figure out which,,,130.3,remark,1,1,3
77,Teacher,What equipment that they use to find water on the moon,,,120.2,remark,1,1,3
77,Teacher,It yes is a specific tool or equipment that they used,,,210.2,remark,1,1,3
77,Teacher,It says it in the text,,,210.4,remark,1,1,3
77,Teacher, If we go back and look,,,210.4,remark,1,1,3
77,Teacher, It talks about equipment but there can be another word for equipment,,,210.2,remark,1,1,3
77,Teacher,And the question,,,210.2,remark,1,1,3
77,Teacher,In the text,,,210.4,remark,1,1,3
77,Teacher,Go back and look what's another word that we can use Jazmin,,,210.4,remark,1,1,3
77,Teacher,You,,,,remark,1,1,3
77,Jazmin,Another word is a small maching,,,,response,1,1,3
77,Teacher,"Still, yeah",,,,remark,1,1,3
77,Jazmin, Right,,,,response,1,1,3
77,Jazmin,A small machine,,,,response,1,1,3
77,Teacher, All right,,,210.4,remark,1,1,3
77,Teacher, And what was the name of that machine,,,210.4,remark,1,1,3
77,Teacher,"Yes, a small machine",,,210.4,remark,1,1,3
77,Teacher,And he,,,,remark,1,1,3
77,Teacher, That makes sense,,,130.3,remark,1,1,3
77,Teacher,"Yeah, the scientists use the Lunar Orbiter to investigate and discover water on the moon",,,130.3,remark,1,1,3
77,Teacher,Awesome,,,,remark,1,1,3
77,Teacher,So the equipment that they used is the Lunar Orbiter to discover water on the moon,,,130.3,remark,1,1,3
77,Teacher,Start simulation,,,,remark,2,1,3
77,Teacher,Luis,,,,remark,2,1,3
77,Luis,"Um, yeah, I just wanted to let you know my dad is actually an astronaut",,,,response,2,1,3
77,Teacher,That's cool,,,110.1,remark,2,1,3
77,Teacher,"Alright, so the next question is talking about is there convincing evidence that water on the moon could be valuable",,,150.1,remark,2,1,3
77,Teacher, And I brought you here together because I'm concerned about your answers,,,150.1,remark,2,1,3
77,Teacher,"The only person Jazmin is the only person that said yes, that it was valuable and kind of told why she thought it was valuable",,,110.2,remark,2,1,3
77,Teacher,But in a text,,,220.1,remark,2,1,3
77,Teacher," It tells why astronauts are using water from the moon and we need to go back into the text, all of us to figure out why we think that the water on the moon could be valuable",,,220.1,remark,2,1,3
77,Teacher,"So let's go look what what he says, Can the astronauts to use",,,210.4,remark,2,1,3
77,Teacher,The water on the main for,,,210.4,remark,2,1,3
77,Teacher,Data Jazmin,,,,remark,2,1,3
77,Jazmin,Is there anything that,,,,response,2,1,3
77,Jazmin,You missed it,,,,response,2,1,3
77,Teacher,What do astronauts use the water for,,,210.4,remark,2,1,3
77,Jazmin,You that like the water,,,210.4,response,2,1,3
77,Teacher,Yes,,,,remark,2,1,3
77,Teacher,Jazmin,,,,remark,2,1,3
77,Jazmin,You could use the water on the moon in a garden and they could be like a moon garden out of it,,,,response,2,1,3
77,Teacher,"I'm sorry, I didn't hear your response",,,,remark,2,1,3
77,Jazmin,"I'm sorry, I said that you could like you could go and use the water and you can",,,,response,2,1,3
77,Jazmin,See,,,,response,2,1,3
77,Teacher,That would be really cool,,,110.1,remark,2,1,3
77,Teacher, So why is it a valid valuable,,,210.4,remark,2,1,3
77,Teacher,"But what does it say in the text about how astronauts use the water, it should be under the bottle of water is a valuable source",,,210.4,remark,2,1,3
77,Teacher, So resource,,,210.4,remark,2,1,3
77,Teacher, What does it say,,,210.4,remark,2,1,3
77,Teacher,What are the ways that it's being used,,,210.2,remark,2,1,3
77,Teacher,Or how can it be useful,,,210.2,remark,2,1,3
77,Teacher,Chris,,,,remark,2,1,3
77,Chris,"Um, yeah",,,,response,2,1,3
77,Chris,"So you could basically be like, I also waters, so you know it's really good that they don't have to carry it in ships",,,,response,2,1,3
77,Teacher, They can use what's on the man,,,230.3,remark,2,1,3
77,Teacher, Luis What do you have,,,,remark,2,1,3
77,Teacher,"Right, okay",,,230.3,remark,2,1,3
77,Teacher, That can be one way that can be so they don't have to use a travel with it there,,,230.3,remark,2,1,3
77,Teacher,All right,,,,remark,2,1,3
77,Luis,"Um, well, water can be the said water can be broken down into two parts like hydrogen and oxygen",,,230.3,response,2,1,3
77,Teacher,What do astronauts use it for Jazmin,,,130.2,remark,2,1,3
77,Teacher,"All right, and how do they use the hydrogen and oxygen",,,210.4,remark,2,1,3
77,Jazmin,"Well,",,,210.4,response,2,1,3
77,Jazmin,And use oxygen to breath and the water to,,,,response,2,1,3
77,Jazmin,Stay hydrated and feel like they have to have water,,,,response,2,1,3
77,Teacher," A, then, what were you gonna say",,,110.1,remark,2,1,3
77,Teacher,Right,,,110.1,remark,2,1,3
77,Luis,"Well, well, I was gonna say like they use it for",,,110.1,response,2,1,3
77,Luis,"Like rocket people, they can use hydrogen and make make food for the spacecraft",,,,response,2,1,3
77,Teacher,"Right, and that's going to be very valuable for the astronauts right they're going to use the water",,,230.3,remark,2,1,3
77,Teacher, Right,,,230.3,remark,2,1,3
77,Teacher," And also, Chris was saying that they wouldn't have to travel with it",,,230.3,remark,2,1,3
77,Teacher,"Yeah, oxygen, and then they can use the hydrogen from the water for rocket fuel",,,230.3,remark,2,1,3
77,Teacher,"From Earth to the Moon, and then I'll back right the indices what's there",,,230.3,remark,2,1,3
77,Teacher,"Yeah, so can we all agree that water is a valuable resource",,,130.3,remark,2,1,3
77,Teacher,is there convincing evidence that it's a valuable resource Farrah,,,130.2,remark,2,1,3
77,Farrah,"I'm still kind of, you know, like I i saw the parts that they were saying where they were like,",,,130.2,response,2,1,3
77,Farrah,"You could use the hydrogen fuel and you can use the oxygen to breathe, but I don't think",,,,response,2,1,3
77,Farrah, So like I guess evidence doesn't seem very convinced because they say like in really they said,,,,response,2,1,3
77,Farrah,"It's like convincing evidence, mostly because I didn't think that it would be possible for a long time",,,,response,2,1,3
77,Farrah,I,,,,response,2,1,3
77,Farrah,Use the moon water scientists need to come up with a plan for extracting getting out of the polar craters making this plan will take a lot of time and money,,,,response,2,1,3
77,Teacher,Yeah,,,110.1,remark,2,1,3
77,Farrah,"It would be, you know, like it would take a long time",,,110.1,response,2,1,3
77,Teacher,Oliver,,,,remark,2,1,3
77,Teacher,It would take a long time,,,130.3,remark,2,1,3
77,Teacher," But eventually, it would be very, very, very valuable resource for astronauts to use,",,,130.3,remark,2,1,3
77,Teacher, Do you have something to add,,,,remark,2,1,3
77,Oliver," So if you're looking at it, are like like immediately, then yeah, it's not very useful",,,,response,2,1,3
77,Oliver,"Well, I guess I sort of agree with Farrah",,,,response,2,1,3
77,Oliver, I got it kind of depends on like that time,,,,response,2,1,3
77,Oliver, But I guess,,,,response,2,1,3
77,Oliver," You know,",,,,response,2,1,3
77,Oliver," Like, even if it's useful someday",,,,response,2,1,3
77,Oliver, If it's really valuable,,,,response,2,1,3
77,Oliver, I don't know if I see that,,,,response,2,1,3
77,Oliver,"In like theory, but that's kind of a question like, I, I guess",,,,response,2,1,3
77,Teacher,"Okay, yeah",,,,remark,2,1,3
77,Teacher,"That's a good way of thinking about it, Jazmin",,,310.1,remark,2,1,3
77,Jazmin, I just want to thank you for working with this and like in particular,,,310.1,response,2,1,3
77,Jazmin,"And yet, I just wanted to say",,,310.1,response,2,1,3
77,Jazmin, And we have to match the lunch,,,310.1,response,2,1,3
77,Jazmin, And how to improve,,,,response,2,1,3
77,Jazmin," And, you know, etc",,,,response,2,1,3
77,Jazmin,Like something I really wanted to thank you for was like we were really able to understand like you explain what we need to work on,,,,response,2,1,3
77,Jazmin,"You also really clear with like what you were concerned about and like what you wanted to work, which is like able to get you gives us a chance to like go forward and figure out like",,,,response,2,1,3
77,Jazmin,"What, like I better",,,,response,2,1,3
77,Jazmin,"Today, so much for all your work day was great working",,,,response,2,1,3
77,Teacher, Thank you,,,,remark,2,1,3
77,Teacher,Absolutely,,,,remark,2,1,3
78,Chris,"Um, hi",,,,response,0,0,2
78,Teacher,Hi guys,,,,remark,0,0,2
78,Teacher,"So you answered the question, what equipment did scientists use to discover water on the moon?",,,120.2,remark,0,0,2
78,Teacher,Um,,,,remark,0,0,2
78,Teacher,"Farrah, your answer was, you need--",,,,remark,0,0,2
78,Teacher, Luis,,,,remark,0,0,2
78,Teacher,Yes,,,,remark,0,0,2
78,Luis,"Um, excuse me, I, I shouldn't be in this group, I already know a lot about space",,,,response,0,0,2
78,Teacher,"Well, we're gonna learn some more",,,220.1,remark,0,0,2
78,Teacher,You ready?,,,150.1,remark,0,0,2
78,Luis,"Okay, yeah",,,150.1,response,0,0,2
78,Teacher," Your answer was, you need a scientific tool called a microscope to look really closely",,,230.3,remark,0,0,2
78,Teacher,"Okay, back to Farrah",,,230.3,remark,0,0,2
78,Teacher,"Yes, we do need a microscope to look really closely at things",,,130.1,remark,0,0,2
78,Teacher, But that is not what the scientist used to find the water on the moon,,,130.1,remark,0,0,2
78,Teacher,"If you go back to the, I think it's the second paragraph, you'll see that NASA sent a small machine called a lunar orbiter to investigate and this lunar orbiter looks for ice deposit and a large polar crater",,,210.4,remark,0,0,2
78,Teacher,And so that is how they discovered that there was ice on the moon or water,,,130.3,remark,0,0,2
78,Oliver,"Um, I had the same answer as Farrah",,,130.3,response,0,0,2
78,Teacher,"Yes, you do",,,230.2,remark,0,0,2
78,Teacher, But did you read the article because I'm not sure that you really need that answer because you circled the same as her,,,230.2,remark,0,0,2
78,Teacher,You could have been looking at her paper,,,410.2,remark,0,0,2
78,Oliver, I like to watch stuff on YouTube and I like to read about space too,,,410.2,response,0,0,2
78,Farrah,"Oh, yeah",,,,response,0,0,2
78,Oliver," Why did they find ice microscopic meaning you won't be able to see it if you look straight at it and blah, blah, blah, blah, blah",,,410.2,response,0,0,2
78,Oliver, I know a lot of stuff,,,410.2,response,0,0,2
78,Farrah, Well that is why--,,,,response,0,0,2
78,Oliver, It says that the moon is drier than the dryest desert on Earth,,,410.2,response,0,0,2
78,Oliver, You need a scientific tool called a microscope to look really closely,,,410.2,response,0,0,2
78,Oliver," Um, I circled it, I circled that because I know that um that a microscope is is like a tool and this says, this says, if you look at the whole thing ",,,410.2,response,0,0,2
78,Oliver,"Oh no, I would never do that",,,410.2,response,0,0,2
78,Teacher,You did some great reading Oliver,,,110.1,remark,0,0,2
78,Teacher,"Yes, Oliver, um but yes, instead of your answer being as circled the same as Farrah, you could have said that, instead of just saying I circled the same as her",,,420.2,remark,0,0,2
78,Oliver,"Oh, well, well, it's just that you know, um, me and Farrah both found the same thing right, Farrah?",,,420.2,response,0,0,2
78,Farrah, Yeah,,,,response,0,0,2
78,Farrah,Yeah,,,,response,0,0,2
78,Farrah," I mean like when I was I was looked at it and I saw that the question was asking about equipment and so, um, it said a scientific tool and a scientific tool like a microscope that's the same thing as equipment",,,,response,0,0,2
78,Teacher,"But even, you did circle, if you circled the same thing as Farrah, you are at, you at, you were both actually not correct with that answer, so if you would have circled about the Lunar Orbiter, you would have been correct",,,130.3,remark,0,0,2
78,Jazmin,"Um, but, okay, well, I don't understand what, why [my answer] is wrong",,,130.3,response,0,0,2
78,Teacher,Who is speaking?,,,,remark,0,0,2
78,Jazmin,"Um, me, Jazmin, right here",,,,response,0,0,2
78,Teacher, It was called the Lunar Orbiter,,,110.4,remark,0,0,2
78,Teacher, They did send a small machine,,,110.4,remark,0,0,2
78,Teacher,"Okay, Jazmin, Jazmin, you put NASA sent a small machine",,,110.4,remark,0,0,2
78,Teacher," Yes, they did",,,110.4,remark,0,0,2
78,Jazmin,Yeah,,,110.4,response,0,0,2
78,Teacher,"So you're, you're pretty much right you could of went a little more into detail",,,420.2,remark,0,0,2
78,Teacher," But they, It was a small machine",,,420.2,remark,0,0,2
78,Jazmin,"But then why, my, here, if I was right",,,420.2,response,0,0,2
78,Teacher,I'm sorry?,,,,remark,0,0,2
78,Jazmin,This table is for everybody who got the wrong answer,,,,response,0,0,2
78,Jazmin," You asked us to come over here because you wanted to talk about our answers, so is my answer right or is my answer wrong?",,,,response,0,0,2
78,Teacher," You could have went into more detail, you put that it was a small machine, and it was a small machine, but, um, it is called a lunar orbiter",,,130.1,remark,0,0,2
78,Teacher,It is semi right,,,130.1,remark,0,0,2
78,Jazmin," Okay, so the answer is, is it's called a lunar orbiter?",,,130.1,response,0,0,2
78,Jazmin,Um,,,130.1,response,0,0,2
78,Teacher,The equipment was called a lunar or orbiter that NASA sent to investigate,,,120.3,remark,0,0,2
78,Jazmin,"Okay, okay, but didn't I--",,,120.3,response,0,0,2
78,Teacher,"Do you have any other questions, Jazmin?",,,,remark,0,0,2
78,Jazmin, So that's all I needed?,,,,response,0,0,2
78,Jazmin,"Well, well, I just mean like, okay, so I have the first part of the sentence, I just, I just didn't have that one word or like those words",,,,response,0,0,2
78,Teacher,"It says, NASA send a small mach, small machine called a lunar orbiter to investigate",,,130.3,remark,0,0,2
78,Teacher, So that should have been your answer,,,130.3,remark,0,0,2
