intent,actor,keys,trigger,text
120.4,Luis,"case,case,well,they,oxygen,tanks,that,they,need,oxygen,space,question,states,asks,what,equipment,equipment,scientists,discover,water,moon,however,that's,question,here,read,question,looking,this,specific,looking,just,scientific,equipment,that,used,space,article,says,discovered,water,moon,which,this,case,like,luis,jazmin,said,lunar,orbiter,phrase,there,word,discover,water,moon,know,about,that's,good,still,remain,group,help,others,okay,have,attempted,answer,question,which,good,that's,that's,good,know,want,just,thank,much,answers,that,have,given,here,just,clarify,answer,that,have,best,work,around,arrive,more,suitable,answer,question,what,equipment,that,scientists,discover,water,moon,strategies,that,were,today,look,words,that,have,question,want,back,just,look,question,more,time,wanted,read,you're,fully,understand,words,that,don't,understand,wanted,circle,those,words,ahead,circle,words,that,you're,sure,know,meaning,wants,share,what,words,choose,what,words,question,circle","And so in this case case Well, they use oxygen tanks and that they need oxygen in space  The question states or asks you what equipment, equipment did the scientists use to discover water on the moon However, that's not the question here is, and if you read the question  We're looking for this specific one  And so we're not looking for just any scientific equipment that it's used out in space  This article says discovered the water on the moon, which in this case like Luis and Jazmin had said, is the Lunar Orbiter  The key phrase there The key word discover water on the moon  If you know a lot about it That's good, but you can still remain in the group to help the others  Okay, so you have attempted to answer the question, which is good So that's, that's good to know So I want to just say thank you so much for the answers that you have given and I'm here to just try to clarify the answer that you have and to see how best we can work around to arrive at a more suitable answer  So the question is, what equipment that scientists use to discover water on the moon Now one of the strategies that we were going to use today is to look at some key words that we have in our question Now I want to go back and just look at the question one more time  And I wanted to read it and see if you're fully understand it words that you don't understand  I wanted to circle those words for me So go ahead and circle the words that you're not sure you know the meaning off  Now who wants to share with me  What words did you choose what words from the question  Did you circle ","Um, yeah"
120.4,Luis,,," So I guess I was wondering, like, I think I know the words, but I was wondering about like discover"
120.4,Jazmin,"okay,very,good,other,group,wants,share,which,word,discuss"," So he was at all  Okay, very good Is from the other group wants to share which word  Did you discuss ","So basically we said like, what was that we talked about the different machines that people would say, okay, people would use"
120.4,Jazmin,"jazmin,refresh,memory,what,your,answer","Jazmin refresh my memory  What was your answer ",To be connected with that they use a small machine
120.4,,"what,circle,okay,oliveron"," What did you circle the Okay, it can be at Oliveron ",One
120.4,Luis,"alright,let's,find,luis,what,circle"," Alright, so let's find out Luis What did you circle ","Um, so I basically when I went in"
120.4,Luis,,," I circle"
120.4,Luis,"that,absolutely,correct,what,your,answer,question,what,tool,scientists,used,discover,water,moon"," That is absolutely correct So what was your answer to the question, what tool did the scientists used to discover water on the moon ","Well, I was saying that the scientists would have to use like I'm like spacesuits and that they would need like rocket fuel and they would need oxygen and like all that stuff that I already know before like ever doing the reading"
120.4,Luis,"let's,look,your,answer,that,gave"," Let's look at your answer that you gave "," I don't think I should be in this group"
120.4,Luis,,," I don't really think I need any help"
120.4,Luis,,," So, um, here's what I was thinking"
120.4,Luis,,," Um, I know like a lot about space like practically everything that you can know about space"
120.4,Luis,,,I do have a question
120.4,Jazmin,"okay,let's,talk,about,that,jazmin,answer,your,question,using,saying,words,answer,question,again","Okay, so let's talk about that  Jazmin, did, why did you answer your question by using, by saying the words How did you answer the question again? "," And then when I was reading, I said NASA sent a small machine called a lunar orbiter"
120.4,Jazmin,,,So I said that NASA sent a small machine
120.4,Luis,"okay,i've,read,your,responses,question,reread,question,again,read,hold,just,second,question,what,equipment,scientist,discover,water,moon,luis,luis,what,want,first","Okay, I've read your responses to our question  Let me reread the question again  Let me read Hold on just one second  The question was what equipment did scientist us to discover water on moon Luis Luis What did you want to ask first, "," I don't think I need to be in this group"
120.4,Luis,,,"Um, well, I was just gonna say that I kind of know like all about space"
120.4,Luis,"okay,second,question,there,convincing,evidence,that,water,moon,could,valuable,let's,talk,about,just,minute,okay,appreciate,that,that,that,feel,that,okay,what,your,response,luis","Okay, so our second question was is there convincing evidence that water on the moon could be valuable  But let's talk about this for just a minute Okay, I appreciate that, that you that you feel that way Okay, so what was your response Luis? ","So okay, so my response was that water can be split into two parts at the hydrogen and oxygen"
120.4,Jazmin,"tell,what,your,answer,again,your,answer"," Tell me what your answer was, again,  So your answer "," You can't survive without water"
120.4,Jazmin,,,"Yeah, so my answer was that yes there's convincing evidence because astronauts can drink the water and stay hydrated"
